Time,ObjectCount,FPS,PhysicsTime(ms),TotalMemory(MB),ActiveObjects
1.10,1000,760.1,0.0000,715,1000
1.10,1000,790.9,0.0000,715,1000
1.11,1000,660.4,0.0000,715,1000
1.11,1000,794.2,0.0000,715,1000
1.11,1000,487.8,0.3453,715,1000
1.11,1000,693.0,0.0000,715,1000
1.11,1000,633.8,0.0000,715,1000
1.11,1000,615.1,0.0000,715,1000
1.11,1000,714.6,0.0000,715,1000
1.12,1000,558.5,0.0000,715,1000
1.12,1000,665.0,0.0000,715,1000
1.12,1000,650.2,0.0000,715,1000
1.12,1000,612.1,0.0000,715,1000
1.12,1000,686.9,0.0000,715,1000
1.12,1000,741.5,0.0000,715,1000
1.13,1000,797.3,0.0000,715,1000
1.13,1000,791.0,0.0000,715,1000
1.13,1000,536.9,0.3174,715,1000
1.13,1000,797.7,0.0000,715,1000
1.13,1000,792.7,0.0000,715,1000
1.13,1000,789.4,0.0000,715,1000
1.13,1000,802.0,0.0000,715,1000
1.13,1000,791.9,0.0000,715,1000
1.14,1000,798.1,0.0000,715,1000
1.14,1000,809.2,0.0000,715,1000
1.14,1000,806.3,0.0000,716,1000
1.14,1000,799.2,0.0000,716,1000
1.14,1000,801.3,0.0000,716,1000
1.14,1000,775.7,0.0000,716,1000
1.14,1000,810.1,0.0000,716,1000
1.14,1000,798.5,0.0000,716,1000
1.15,1000,777.4,0.0000,716,1000
1.15,1000,525.4,0.3798,716,1000
1.15,1000,756.9,0.0000,716,1000
1.15,1000,698.0,0.0000,716,1000
1.15,1000,756.2,0.0000,716,1000
1.15,1000,528.0,0.0000,716,1000
1.15,1000,746.5,0.0000,716,1000
1.16,1000,641.3,0.0000,716,1000
1.16,1000,685.8,0.0000,716,1000
1.16,1000,758.7,0.0000,716,1000
1.16,1000,791.4,0.0000,716,1000
1.16,1000,777.2,0.0000,716,1000
1.16,1000,784.1,0.0000,716,1000
1.16,1000,787.6,0.0000,716,1000
1.17,1000,800.0,0.0000,716,1000
1.17,1000,540.2,0.3299,716,1000
1.17,1000,777.6,0.0000,716,1000
1.17,1000,786.0,0.0000,716,1000
1.17,1000,787.6,0.0000,716,1000
1.17,1000,785.7,0.0000,716,1000
1.17,1000,794.0,0.0000,716,1000
1.18,1000,779.0,0.0000,716,1000
1.18,1000,733.0,0.0000,716,1000
1.18,1000,636.2,0.0000,716,1000
1.18,1000,712.9,0.0000,716,1000
1.18,1000,713.7,0.0000,716,1000
1.18,1000,661.0,0.0000,716,1000
1.18,1000,685.9,0.0000,716,1000
1.19,1000,678.7,0.0000,716,1000
1.19,1000,506.5,0.4150,716,1000
1.19,1000,787.5,0.0000,716,1000
1.19,1000,799.7,0.0000,716,1000
1.19,1000,793.3,0.0000,716,1000
1.19,1000,795.0,0.0000,716,1000
1.19,1000,802.6,0.0000,716,1000
1.19,1000,784.4,0.0000,716,1000
1.20,1000,793.1,0.0000,716,1000
1.20,1000,792.6,0.0000,716,1000
1.20,1000,785.5,0.0000,716,1000
1.20,1000,799.7,0.0000,716,1000
1.20,1000,784.4,0.0000,716,1000
1.20,1000,778.3,0.0000,716,1000
1.20,1000,742.9,0.0000,716,1000
1.21,1000,791.8,0.0000,716,1000
1.21,1000,790.1,0.0000,716,1000
1.21,1000,503.6,0.3147,716,1000
1.21,1000,687.8,0.0000,716,1000
1.21,1000,645.4,0.0000,716,1000
1.21,1000,712.3,0.0000,716,1000
1.21,1000,719.1,0.0000,716,1000
1.22,1000,652.4,0.0000,716,1000
1.22,1000,717.7,0.0000,716,1000
1.22,1000,719.9,0.0000,716,1000
1.22,1000,653.5,0.0000,716,1000
1.22,1000,686.3,0.0000,716,1000
1.22,1000,610.9,0.0000,716,1000
1.22,1000,611.2,0.0000,716,1000
1.23,1000,666.3,0.0000,716,1000
1.23,1000,528.9,0.3323,716,1000
1.23,1000,771.4,0.0000,716,1000
1.23,1000,785.0,0.0000,716,1000
1.23,1000,802.8,0.0000,716,1000
1.23,1000,804.1,0.0000,716,1000
1.23,1000,779.4,0.0000,716,1000
1.24,1000,797.3,0.0000,716,1000
1.24,1000,795.7,0.0000,716,1000
1.24,1000,781.4,0.0000,716,1000
1.24,1000,790.4,0.0000,716,1000
1.24,1000,792.3,0.0000,716,1000
1.24,1000,796.8,0.0000,716,1000
1.24,1000,778.2,0.0000,717,1000
1.24,1000,790.3,0.0000,717,1000
1.25,1000,770.4,0.0000,717,1000
1.25,1000,530.1,0.3483,717,1000
1.25,1000,787.5,0.0000,717,1000
1.25,1000,792.3,0.0000,717,1000
1.25,1000,804.6,0.0000,717,1000
1.25,1000,806.7,0.0000,717,1000
1.25,1000,775.6,0.0000,717,1000
1.26,1000,799.2,0.0000,717,1000
1.26,1000,783.1,0.0000,717,1000
1.26,1000,777.1,0.0000,717,1000
1.26,1000,788.7,0.0000,717,1000
1.26,1000,801.9,0.0000,717,1000
1.26,1000,799.6,0.0000,717,1000
1.26,1000,781.1,0.0000,717,1000
1.26,1000,796.5,0.0000,717,1000
1.27,1000,303.2,0.0000,717,1000
1.27,1000,501.0,0.3611,715,1000
1.27,1000,770.9,0.0000,715,1000
1.27,1000,790.3,0.0000,715,1000
1.27,1000,783.4,0.0000,715,1000
1.27,1000,776.6,0.0000,715,1000
1.28,1000,775.1,0.0000,715,1000
1.28,1000,806.9,0.0000,715,1000
1.28,1000,808.2,0.0000,715,1000
1.28,1000,784.5,0.0000,715,1000
1.28,1000,814.7,0.0000,715,1000
1.28,1000,799.4,0.0000,715,1000
1.28,1000,800.3,0.0000,715,1000
1.28,1000,786.0,0.0000,715,1000
1.29,1000,779.4,0.0000,715,1000
1.29,1000,540.6,0.3262,715,1000
1.29,1000,803.2,0.0000,715,1000
1.29,1000,786.2,0.0000,715,1000
1.29,1000,806.6,0.0000,715,1000
1.29,1000,796.0,0.0000,715,1000
1.29,1000,781.6,0.0000,715,1000
1.30,1000,770.5,0.0000,715,1000
1.30,1000,798.9,0.0000,715,1000
1.30,1000,790.5,0.0000,715,1000
1.30,1000,786.8,0.0000,715,1000
1.30,1000,794.1,0.0000,715,1000
1.30,1000,796.6,0.0000,715,1000
1.30,1000,778.9,0.0000,716,1000
1.30,1000,782.5,0.0000,716,1000
1.31,1000,797.9,0.0000,716,1000
1.31,1000,519.3,0.3639,716,1000
1.31,1000,807.2,0.0000,716,1000
1.31,1000,798.8,0.0000,716,1000
1.31,1000,783.6,0.0000,716,1000
1.31,1000,786.6,0.0000,716,1000
1.31,1000,808.0,0.0000,716,1000
1.31,1000,793.1,0.0000,716,1000
1.32,1000,797.7,0.0000,716,1000
1.32,1000,804.4,0.0000,716,1000
1.32,1000,727.6,0.0000,716,1000
1.32,1000,780.2,0.0000,716,1000
1.32,1000,775.6,0.0000,716,1000
1.32,1000,791.5,0.0000,716,1000
1.32,1000,786.0,0.0000,716,1000
1.33,1000,781.5,0.0000,716,1000
1.33,1000,781.7,0.0000,716,1000
1.33,1000,542.6,0.3443,716,1000
1.33,1000,795.8,0.0000,716,1000
1.33,1000,786.9,0.0000,716,1000
1.33,1000,781.9,0.0000,716,1000
1.33,1000,742.3,0.0000,716,1000
1.34,1000,607.2,0.0000,716,1000
1.34,1000,647.2,0.0000,716,1000
1.34,1000,715.9,0.0000,716,1000
1.34,1000,708.5,0.0000,716,1000
1.34,1000,647.8,0.0000,716,1000
1.34,1000,706.8,0.0000,716,1000
1.34,1000,613.6,0.0000,716,1000
1.35,1000,704.3,0.0000,716,1000
1.35,1000,520.3,0.3763,716,1000
1.35,1000,769.0,0.0000,716,1000
1.35,1000,782.8,0.0000,716,1000
1.35,1000,793.6,0.0000,716,1000
1.35,1000,763.1,0.0000,716,1000
1.35,1000,802.0,0.0000,716,1000
1.36,1000,786.7,0.0000,716,1000
1.36,1000,789.1,0.0000,716,1000
1.36,1000,797.8,0.0000,716,1000
1.36,1000,784.9,0.0000,716,1000
1.36,1000,771.4,0.0000,716,1000
1.36,1000,794.2,0.0000,716,1000
1.36,1000,794.1,0.0000,716,1000
1.36,1000,781.7,0.0000,716,1000
1.37,1000,761.1,0.0000,716,1000
1.37,1000,698.8,0.0000,716,1000
1.37,1000,516.5,0.3635,716,1000
1.37,1000,780.0,0.0000,716,1000
1.37,1000,788.5,0.0000,716,1000
1.37,1000,792.6,0.0000,716,1000
1.37,1000,761.2,0.0000,716,1000
1.38,1000,780.3,0.0000,716,1000
1.38,1000,800.4,0.0000,716,1000
1.38,1000,770.0,0.0000,716,1000
1.38,1000,757.1,0.0000,716,1000
1.38,1000,619.7,0.0000,716,1000
1.38,1000,679.9,0.0000,716,1000
1.38,1000,761.8,0.0000,716,1000
1.38,1000,754.5,0.0000,716,1000
1.39,1000,781.1,0.0000,716,1000
1.39,1000,534.3,0.3600,716,1000
1.39,1000,803.0,0.0000,716,1000
1.39,1000,773.2,0.0000,716,1000
1.39,1000,794.2,0.0000,716,1000
1.39,1000,795.7,0.0000,716,1000
1.39,1000,777.5,0.0000,716,1000
1.40,1000,756.0,0.0000,716,1000
1.40,1000,795.6,0.0000,716,1000
1.40,1000,746.6,0.0000,716,1000
1.40,1000,755.7,0.0000,716,1000
1.40,1000,788.5,0.0000,716,1000
1.40,1000,781.3,0.0000,716,1000
1.40,1000,802.4,0.0000,716,1000
1.40,1000,778.2,0.0000,716,1000
1.41,1000,712.0,0.0000,717,1000
1.41,1000,371.1,0.3770,716,1000
1.41,1000,705.4,0.0000,716,1000
1.41,1000,598.6,0.0000,717,1000
1.41,1000,678.0,0.0000,717,1000
1.41,1000,672.4,0.0000,717,1000
1.42,1000,633.6,0.0000,717,1000
1.42,1000,716.3,0.0000,717,1000
1.42,1000,633.2,0.0000,717,1000
1.42,1000,704.7,0.0000,717,1000
1.42,1000,659.9,0.0000,717,1000
1.42,1000,628.9,0.0000,717,1000
1.43,1000,704.4,0.0000,717,1000
1.43,1000,653.7,0.0000,717,1000
1.43,1000,487.9,0.5130,717,1000
1.43,1000,798.1,0.0000,717,1000
1.43,1000,796.4,0.0000,717,1000
1.43,1000,784.0,0.0000,717,1000
1.43,1000,796.2,0.0000,717,1000
1.44,1000,754.5,0.0000,717,1000
1.44,1000,790.3,0.0000,717,1000
1.44,1000,788.3,0.0000,717,1000
1.44,1000,799.7,0.0000,717,1000
1.44,1000,769.9,0.0000,717,1000
1.44,1000,801.7,0.0000,717,1000
1.44,1000,715.2,0.0000,717,1000
1.44,1000,780.3,0.0000,717,1000
1.45,1000,773.3,0.0000,717,1000
1.45,1000,523.9,0.3624,717,1000
1.45,1000,673.7,0.0000,717,1000
1.45,1000,755.7,0.0000,717,1000
1.45,1000,765.0,0.0000,717,1000
1.45,1000,791.8,0.0000,717,1000
1.45,1000,767.7,0.0000,717,1000
1.46,1000,286.9,0.0000,717,1000
1.46,1000,746.7,0.0000,715,1000
1.46,1000,773.0,0.0000,715,1000
1.46,1000,782.5,0.0000,715,1000
1.46,1000,786.1,0.0000,715,1000
1.46,1000,795.2,0.0000,715,1000
1.47,1000,762.6,0.0000,715,1000
1.47,1000,803.0,0.0000,715,1000
1.47,1000,539.1,0.3641,715,1000
1.47,1000,783.8,0.0000,715,1000
1.47,1000,781.1,0.0000,715,1000
1.47,1000,790.1,0.0000,715,1000
1.47,1000,765.2,0.0000,715,1000
1.47,1000,767.1,0.0000,715,1000
1.48,1000,772.0,0.0000,715,1000
1.48,1000,796.1,0.0000,716,1000
1.48,1000,796.3,0.0000,716,1000
1.48,1000,800.8,0.0000,716,1000
1.48,1000,776.0,0.0000,716,1000
1.48,1000,806.5,0.0000,716,1000
1.48,1000,794.8,0.0000,716,1000
1.48,1000,799.0,0.0000,716,1000
1.49,1000,772.1,0.0000,716,1000
1.49,1000,486.8,0.5324,716,1000
1.49,1000,781.7,0.0000,716,1000
1.49,1000,787.3,0.0000,716,1000
1.49,1000,803.7,0.0000,716,1000
1.49,1000,788.6,0.0000,716,1000
1.49,1000,804.1,0.0000,716,1000
1.50,1000,795.5,0.0000,716,1000
1.50,1000,783.5,0.0000,716,1000
1.50,1000,760.6,0.0000,716,1000
1.50,1000,798.1,0.0000,716,1000
1.50,1000,776.0,0.0000,716,1000
1.50,1000,805.9,0.0000,716,1000
1.50,1000,774.6,0.0000,716,1000
1.50,1000,795.6,0.0000,716,1000
1.51,1000,769.7,0.0000,716,1000
1.51,1000,520.9,0.3892,716,1000
1.51,1000,801.1,0.0000,716,1000
1.51,1000,789.4,0.0000,716,1000
1.51,1000,800.5,0.0000,716,1000
1.51,1000,784.8,0.0000,716,1000
1.51,1000,774.4,0.0000,716,1000
1.52,1000,786.7,0.0000,716,1000
1.52,1000,792.0,0.0000,716,1000
1.52,1000,800.2,0.0000,716,1000
1.52,1000,795.9,0.0000,716,1000
1.52,1000,769.6,0.0000,716,1000
1.52,1000,799.2,0.0000,716,1000
1.52,1000,796.0,0.0000,716,1000
1.52,1000,797.9,0.0000,716,1000
1.53,1000,785.2,0.0000,716,1000
1.53,1000,518.9,0.4098,716,1000
1.53,1000,765.5,0.0000,716,1000
1.53,1000,783.7,0.0000,716,1000
1.53,1000,759.8,0.0000,716,1000
1.53,1000,765.8,0.0000,716,1000
1.53,1000,787.2,0.0000,716,1000
1.54,1000,736.3,0.0000,716,1000
1.54,1000,641.7,0.0000,716,1000
1.54,1000,790.4,0.0000,716,1000
1.54,1000,796.1,0.0000,716,1000
1.54,1000,809.0,0.0000,716,1000
1.54,1000,759.4,0.0000,716,1000
1.54,1000,738.3,0.0000,716,1000
1.54,1000,790.0,0.0000,716,1000
1.55,1000,800.8,0.0000,716,1000
1.55,1000,532.5,0.3756,716,1000
1.55,1000,776.8,0.0000,716,1000
1.55,1000,796.4,0.0000,716,1000
1.55,1000,782.5,0.0000,716,1000
1.55,1000,768.0,0.0000,716,1000
1.55,1000,787.5,0.0000,716,1000
1.56,1000,769.1,0.0000,716,1000
1.56,1000,773.0,0.0000,716,1000
1.56,1000,800.8,0.0000,716,1000
1.56,1000,795.6,0.0000,716,1000
1.56,1000,800.6,0.0000,716,1000
1.56,1000,790.4,0.0000,716,1000
1.56,1000,798.7,0.0000,716,1000
1.56,1000,782.4,0.0000,716,1000
1.57,1000,769.3,0.0000,716,1000
1.57,1000,523.8,0.4095,716,1000
1.57,1000,768.0,0.0000,717,1000
1.57,1000,795.1,0.0000,717,1000
1.57,1000,798.9,0.0000,717,1000
1.57,1000,768.9,0.0000,717,1000
1.57,1000,778.2,0.0000,717,1000
1.58,1000,790.2,0.0000,717,1000
1.58,1000,803.3,0.0000,717,1000
1.58,1000,791.1,0.0000,717,1000
1.58,1000,775.9,0.0000,717,1000
1.58,1000,791.4,0.0000,717,1000
1.58,1000,731.9,0.0000,717,1000
1.58,1000,788.6,0.0000,717,1000
1.58,1000,604.9,0.0000,717,1000
1.59,1000,662.9,0.0000,717,1000
1.59,1000,501.9,0.4267,717,1000
1.59,1000,768.6,0.0000,717,1000
1.59,1000,785.8,0.0000,717,1000
1.59,1000,793.3,0.0000,717,1000
1.59,1000,800.4,0.0000,717,1000
1.59,1000,788.3,0.0000,717,1000
1.60,1000,778.5,0.0000,717,1000
1.60,1000,778.6,0.0000,717,1000
1.60,1000,757.3,0.0000,717,1000
1.60,1000,632.0,0.0000,717,1000
1.60,1000,656.9,0.0000,717,1000
1.60,1000,615.3,0.0000,717,1000
1.60,1000,678.2,0.0000,717,1000
1.61,1000,684.0,0.0000,717,1000
1.61,1000,507.3,0.4413,717,1000
1.61,1000,788.3,0.0000,717,1000
1.61,1000,794.2,0.0000,717,1000
1.61,1000,793.3,0.0000,717,1000
1.61,1000,796.2,0.0000,717,1000
1.61,1000,781.2,0.0000,717,1000
1.62,1000,777.2,0.0000,717,1000
1.62,1000,790.6,0.0000,717,1000
1.62,1000,789.1,0.0000,717,1000
1.62,1000,705.4,0.0000,717,1000
1.62,1000,696.7,0.0000,717,1000
1.62,1000,799.6,0.0000,717,1000
1.62,1000,670.6,0.0000,717,1000
1.63,1000,667.4,0.0000,717,1000
1.63,1000,705.1,0.0000,717,1000
1.63,1000,513.7,0.4252,717,1000
1.63,1000,760.0,0.0000,717,1000
1.63,1000,643.6,0.0000,717,1000
1.63,1000,749.9,0.0000,717,1000
1.63,1000,791.2,0.0000,717,1000
1.64,1000,778.8,0.0000,717,1000
1.64,1000,788.7,0.0000,717,1000
1.64,1000,779.8,0.0000,717,1000
1.64,1000,795.9,0.0000,717,1000
1.64,1000,779.1,0.0000,717,1000
1.64,1000,810.1,0.0000,717,1000
1.64,1000,302.3,0.0000,716,1000
1.65,1000,743.3,0.0000,716,1000
1.65,1000,292.3,0.4767,716,1000
1.65,1000,663.8,0.0000,716,1000
1.65,1000,657.1,0.0000,716,1000
1.65,1000,690.4,0.0000,716,1000
1.66,1000,696.2,0.0000,716,1000
1.66,1000,648.2,0.0000,716,1000
1.66,1000,713.2,0.0000,716,1000
1.66,1000,677.0,0.0000,716,1000
1.66,1000,616.2,0.0000,716,1000
1.66,1000,689.5,0.0000,716,1000
1.66,1000,715.3,0.0000,716,1000
1.67,1000,650.3,0.0000,716,1000
1.67,1000,475.4,0.5649,716,1000
1.67,1000,762.7,0.0000,716,1000
1.67,1000,783.0,0.0000,716,1000
1.67,1000,802.5,0.0000,716,1000
1.67,1000,791.1,0.0000,716,1000
1.67,1000,789.9,0.0000,716,1000
1.68,1000,788.9,0.0000,716,1000
1.68,1000,691.5,0.0000,716,1000
1.68,1000,700.2,0.0000,716,1000
1.68,1000,698.3,0.0000,716,1000
1.68,1000,772.6,0.0000,716,1000
1.68,1000,791.0,0.0000,716,1000
1.68,1000,756.3,0.0000,716,1000
1.69,1000,643.2,0.0000,716,1000
1.69,1000,489.4,0.5224,716,1000
1.69,1000,698.4,0.0000,716,1000
1.69,1000,585.7,0.0000,716,1000
1.69,1000,679.8,0.0000,716,1000
1.69,1000,707.3,0.0000,716,1000
1.69,1000,657.5,0.0000,716,1000
1.70,1000,713.4,0.0000,716,1000
1.70,1000,719.2,0.0000,716,1000
1.70,1000,647.0,0.0000,716,1000
1.70,1000,712.6,0.0000,716,1000
1.70,1000,696.9,0.0000,716,1000
1.70,1000,641.5,0.0000,716,1000
1.71,1000,719.6,0.0000,716,1000
1.71,1000,660.0,0.0000,716,1000
1.71,1000,496.9,0.4552,716,1000
1.71,1000,782.9,0.0000,716,1000
1.71,1000,779.1,0.0000,716,1000
1.71,1000,795.3,0.0000,716,1000
1.71,1000,799.4,0.0000,716,1000
1.71,1000,783.3,0.0000,716,1000
1.72,1000,800.3,0.0000,716,1000
1.72,1000,793.7,0.0000,716,1000
1.72,1000,791.0,0.0000,716,1000
1.72,1000,805.7,0.0000,716,1000
1.72,1000,795.5,0.0000,716,1000
1.72,1000,793.0,0.0000,716,1000
1.72,1000,760.4,0.0000,716,1000
1.73,1000,774.3,0.0000,716,1000
1.73,1000,788.0,0.0000,716,1000
1.73,1000,448.6,0.5705,716,1000
1.73,1000,693.6,0.0000,716,1000
1.73,1000,768.8,0.0000,716,1000
1.73,1000,775.0,0.0000,716,1000
1.73,1000,740.6,0.0000,716,1000
1.74,1000,772.2,0.0000,716,1000
1.74,1000,793.3,0.0000,716,1000
1.74,1000,777.3,0.0000,716,1000
1.74,1000,778.0,0.0000,716,1000
1.74,1000,770.2,0.0000,716,1000
1.74,1000,641.0,0.0000,716,1000
1.74,1000,778.5,0.0000,716,1000
1.74,1000,782.3,0.0000,716,1000
1.75,1000,743.2,0.0000,716,1000
1.75,1000,436.6,0.6020,717,1000
1.75,1000,701.3,0.0000,717,1000
1.75,1000,709.3,0.0000,717,1000
1.75,1000,655.1,0.0000,717,1000
1.75,1000,700.2,0.0000,717,1000
1.76,1000,661.2,0.0000,717,1000
1.76,1000,690.4,0.0000,717,1000
1.76,1000,791.7,0.0000,717,1000
1.76,1000,750.5,0.0000,717,1000
1.76,1000,645.4,0.0000,717,1000
1.76,1000,715.7,0.0000,717,1000
1.76,1000,685.9,0.0000,717,1000
1.77,1000,583.9,0.0000,717,1000
1.77,1000,485.3,0.5437,717,1000
1.77,1000,648.5,0.0000,717,1000
1.77,1000,672.4,0.0000,717,1000
1.77,1000,710.5,0.0000,717,1000
1.77,1000,652.1,0.0000,717,1000
1.78,1000,703.7,0.0000,717,1000
1.78,1000,709.5,0.0000,717,1000
1.78,1000,651.4,0.0000,717,1000
1.78,1000,703.8,0.0000,717,1000
1.78,1000,717.2,0.0000,717,1000
1.78,1000,650.7,0.0000,717,1000
1.78,1000,697.7,0.0000,717,1000
1.79,1000,707.4,0.0000,717,1000
1.79,1000,636.8,0.0000,717,1000
1.79,1000,458.9,0.4906,717,1000
1.79,1000,786.3,0.0000,717,1000
1.79,1000,769.5,0.0000,717,1000
1.79,1000,783.1,0.0000,717,1000
1.79,1000,768.2,0.0000,717,1000
1.81,1000,74.9,0.0000,717,1000
1.81,1000,429.9,0.5301,717,1000
1.81,1000,789.2,0.0000,717,1000
1.81,1000,732.6,0.0000,717,1000
1.81,1000,673.9,0.0000,717,1000
1.82,1000,598.1,0.0000,717,1000
1.82,1000,623.1,0.0000,717,1000
1.82,1000,762.4,0.0000,717,1000
1.82,1000,780.6,0.0000,717,1000
1.82,1000,786.5,0.0000,717,1000
1.82,1000,784.8,0.0000,717,1000
1.82,1000,781.7,0.0000,717,1000
1.82,1000,775.9,0.0000,717,1000
1.83,1000,793.8,0.0000,717,1000
1.83,1000,491.4,0.4989,717,1000
1.83,1000,780.6,0.0000,717,1000
1.83,1000,786.0,0.0000,717,1000
1.83,1000,789.7,0.0000,717,1000
1.83,1000,734.8,0.0000,717,1000
1.83,1000,785.9,0.0000,717,1000
1.84,1000,770.5,0.0000,717,1000
1.84,1000,782.5,0.0000,717,1000
1.84,1000,791.0,0.0000,717,1000
1.84,1000,771.4,0.0000,717,1000
1.84,1000,780.0,0.0000,717,1000
1.84,1000,781.4,0.0000,717,1000
1.84,1000,782.3,0.0000,717,1000
1.84,1000,770.2,0.0000,717,1000
1.85,1000,794.2,0.0000,717,1000
1.85,1000,426.0,0.4810,717,1000
1.85,1000,555.5,0.0000,718,1000
1.85,1000,747.7,0.0000,718,1000
1.85,1000,776.4,0.0000,718,1000
1.85,1000,786.9,0.0000,718,1000
1.86,1000,215.1,0.0000,718,1000
1.86,1000,229.7,0.0000,718,1000
1.87,1000,317.3,0.0000,716,1000
1.87,1000,447.3,0.5621,716,1000
1.87,1000,638.6,0.0000,716,1000
1.87,1000,664.1,0.0000,716,1000
1.87,1000,639.7,0.0000,716,1000
1.87,1000,681.8,0.0000,716,1000
1.88,1000,672.0,0.0000,716,1000
1.88,1000,644.1,0.0000,716,1000
1.88,1000,606.4,0.0000,716,1000
1.88,1000,687.7,0.0000,716,1000
1.88,1000,650.9,0.0000,716,1000
1.88,1000,709.1,0.0000,716,1000
1.89,1000,687.3,0.0000,716,1000
1.89,1000,640.3,0.0000,716,1000
1.89,1000,454.2,0.5539,716,1000
1.89,1000,775.2,0.0000,716,1000
1.89,1000,776.0,0.0000,716,1000
1.89,1000,791.7,0.0000,716,1000
1.89,1000,787.5,0.0000,716,1000
1.90,1000,755.0,0.0000,716,1000
1.90,1000,692.5,0.0000,716,1000
1.90,1000,661.9,0.0000,716,1000
1.90,1000,694.1,0.0000,716,1000
1.90,1000,715.6,0.0000,716,1000
1.90,1000,641.8,0.0000,716,1000
1.90,1000,700.9,0.0000,716,1000
1.91,1000,701.2,0.0000,716,1000
1.91,1000,465.3,0.5542,716,1000
1.91,1000,771.7,0.0000,716,1000
1.91,1000,766.1,0.0000,716,1000
1.91,1000,790.0,0.0000,716,1000
1.91,1000,788.1,0.0000,716,1000
1.91,1000,779.1,0.0000,716,1000
1.92,1000,781.6,0.0000,716,1000
1.92,1000,779.4,0.0000,716,1000
1.92,1000,781.3,0.0000,716,1000
1.92,1000,778.5,0.0000,716,1000
1.92,1000,784.6,0.0000,716,1000
1.92,1000,769.8,0.0000,716,1000
1.92,1000,801.1,0.0000,716,1000
1.92,1000,770.5,0.0000,716,1000
1.93,1000,772.0,0.0000,716,1000
1.93,1000,502.5,0.4731,716,1000
1.93,1000,786.0,0.0000,716,1000
1.93,1000,800.6,0.0000,716,1000
1.93,1000,794.6,0.0000,716,1000
1.93,1000,808.7,0.0000,716,1000
1.93,1000,790.3,0.0000,716,1000
1.94,1000,774.3,0.0000,717,1000
1.94,1000,790.6,0.0000,717,1000
1.94,1000,797.7,0.0000,717,1000
1.94,1000,800.3,0.0000,717,1000
1.94,1000,803.9,0.0000,717,1000
1.94,1000,764.3,0.0000,717,1000
1.94,1000,799.9,0.0000,717,1000
1.94,1000,768.2,0.0000,717,1000
1.95,1000,782.4,0.0000,717,1000
1.95,1000,500.4,0.4920,717,1000
1.95,1000,761.4,0.0000,717,1000
1.95,1000,776.3,0.0000,717,1000
1.95,1000,798.4,0.0000,717,1000
1.95,1000,776.0,0.0000,717,1000
1.95,1000,781.7,0.0000,717,1000
1.96,1000,794.4,0.0000,717,1000
1.96,1000,757.9,0.0000,717,1000
1.96,1000,741.9,0.0000,717,1000
1.96,1000,794.8,0.0000,717,1000
1.96,1000,742.2,0.0000,717,1000
1.96,1000,760.6,0.0000,717,1000
1.96,1000,782.3,0.0000,717,1000
1.96,1000,797.1,0.0000,717,1000
1.97,1000,792.2,0.0000,717,1000
1.97,1000,501.8,0.4887,717,1000
1.97,1000,786.8,0.0000,717,1000
1.97,1000,765.5,0.0000,717,1000
1.97,1000,774.1,0.0000,717,1000
1.97,1000,774.9,0.0000,717,1000
1.97,1000,774.8,0.0000,717,1000
1.98,1000,771.2,0.0000,717,1000
1.98,1000,746.3,0.0000,717,1000
1.98,1000,668.1,0.0000,717,1000
1.98,1000,750.3,0.0000,717,1000
1.98,1000,782.2,0.0000,717,1000
1.98,1000,775.1,0.0000,717,1000
1.98,1000,803.0,0.0000,717,1000
1.98,1000,746.4,0.0000,717,1000
1.99,1000,777.7,0.0000,717,1000
1.99,1000,489.3,0.4835,717,1000
1.99,1000,767.9,0.0000,717,1000
1.99,1000,795.3,0.0000,717,1000
1.99,1000,791.3,0.0000,717,1000
1.99,1000,799.0,0.0000,717,1000
1.99,1000,772.0,0.0000,717,1000
2.00,1000,786.7,0.0000,717,1000
2.00,1000,799.0,0.0000,717,1000
2.00,1000,777.1,0.0000,717,1000
2.00,1000,762.4,0.0000,717,1000
2.00,1000,799.4,0.0000,717,1000
2.00,1000,786.5,0.0000,717,1000
2.00,1000,796.5,0.0000,717,1000
2.00,1000,758.5,0.0000,717,1000
2.01,1000,771.4,0.0000,717,1000
2.01,1000,501.6,0.4736,717,1000
2.01,1000,770.2,0.0000,717,1000
2.01,1000,780.0,0.0000,717,1000
2.01,1000,781.1,0.0000,717,1000
2.01,1000,763.6,0.0000,717,1000
2.01,1000,793.0,0.0000,717,1000
2.02,1000,764.4,0.0000,717,1000
2.02,1000,787.0,0.0000,717,1000
2.02,1000,797.7,0.0000,717,1000
2.02,1000,793.8,0.0000,717,1000
2.02,1000,784.1,0.0000,717,1000
2.02,1000,796.4,0.0000,717,1000
2.02,1000,786.5,0.0000,717,1000
2.02,1000,797.1,0.0000,718,1000
2.03,1000,785.9,0.0000,718,1000
2.03,1000,506.4,0.4363,718,1000
2.03,1000,791.8,0.0000,718,1000
2.03,1000,788.1,0.0000,718,1000
2.03,1000,795.0,0.0000,718,1000
2.03,1000,801.0,0.0000,718,1000
2.03,1000,788.3,0.0000,718,1000
2.04,1000,750.9,0.0000,718,1000
2.04,1000,780.9,0.0000,718,1000
2.04,1000,778.2,0.0000,718,1000
2.04,1000,779.9,0.0000,718,1000
2.04,1000,778.2,0.0000,718,1000
2.04,1000,778.9,0.0000,718,1000
2.04,1000,802.4,0.0000,718,1000
2.04,1000,795.0,0.0000,718,1000
2.05,1000,784.4,0.0000,718,1000
